concept_cd,concept_path,name_char,concept_blob,update_date,download_date,import_date,sourcesystem_cd,upload_id,table_name
C69.3:RNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Choroid\Choroid:RNA\",Choroid:RNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.3:DNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Choroid\Choroid:DNA\",Choroid:DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C69.3:RNA, cytoplasmic","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Choroid\Choroid:RNA, cytoplasmic\","Choroid:RNA, cytoplasmic",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.3:Total Nucleic Acid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Choroid\Choroid:Total Nucleic Acid\",Choroid:Total Nucleic Acid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.3:Frozen Cell Pellet,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Choroid\Choroid:Frozen Cell Pellet\",Choroid:Frozen Cell Pellet,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Sweat,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Sweat\","Esophagus, NOS:Sweat",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.3:Fixed Cell Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Choroid\Choroid:Fixed Cell Block\",Choroid:Fixed Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.3:Frozen Cell Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Choroid\Choroid:Frozen Cell Block\",Choroid:Frozen Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.3:Cryopreserved Cells,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Choroid\Choroid:Cryopreserved Cells\",Choroid:Cryopreserved Cells,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.3:Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Choroid\Choroid:Slide\",Choroid:Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Slide\",Lacrimal gland:Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Whole Bone Marrow,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Whole Bone Marrow\",Lacrimal gland:Whole Bone Marrow,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Plasma,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Plasma\",Lacrimal gland:Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Body Cavity Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Body Cavity Fluid\",Lacrimal gland:Body Cavity Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Pericardial Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Pericardial Fluid\",Lacrimal gland:Pericardial Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Lavage,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Lavage\",Lacrimal gland:Lavage,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Whole Blood,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Whole Blood\",Lacrimal gland:Whole Blood,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Vitreous Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Vitreous Fluid\",Lacrimal gland:Vitreous Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Gastric Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Gastric Fluid\",Lacrimal gland:Gastric Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Feces,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Feces\","Esophagus, NOS:Feces",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Fixed Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Fixed Tissue\","Esophagus, NOS:Fixed Tissue",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Fixed Tissue Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Fixed Tissue Block\","Esophagus, NOS:Fixed Tissue Block",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Frozen Tissue Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Frozen Tissue Block\","Esophagus, NOS:Frozen Tissue Block",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Fixed Tissue Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Fixed Tissue Slide\","Esophagus, NOS:Fixed Tissue Slide",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Frozen Tissue Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Frozen Tissue Slide\","Esophagus, NOS:Frozen Tissue Slide",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Fresh Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Fresh Tissue\","Esophagus, NOS:Fresh Tissue",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Microdissected,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Microdissected\","Esophagus, NOS:Microdissected",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Frozen Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Frozen Tissue\","Esophagus, NOS:Frozen Tissue",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C15.4:RNA, poly-A enriched","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Middle third of esophagus\Middle third of esophagus:RNA, poly-A enriched\","Middle third of esophagus:RNA, poly-A enriched",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Not Specified,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Not Specified\,Descending colon:Not Specified,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:protein,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:protein\,Descending colon:protein,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:cDNA,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:cDNA\,Descending colon:cDNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:RNA,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:RNA\,Descending colon:RNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:DNA,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:DNA\,Descending colon:DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C18.6:RNA, cytoplasmic","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:RNA, cytoplasmic\","Descending colon:RNA, cytoplasmic",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Total Nucleic Acid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Total Nucleic Acid\,Descending colon:Total Nucleic Acid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Whole Genome Amplified DNA,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Whole Genome Amplified DNA\,Descending colon:Whole Genome Amplified DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Frozen Cell Pellet,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Frozen Cell Pellet\,Descending colon:Frozen Cell Pellet,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Fixed Cell Block,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Fixed Cell Block\,Descending colon:Fixed Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Frozen Cell Block,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Frozen Cell Block\,Descending colon:Frozen Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Cryopreserved Cells,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Cryopreserved Cells\,Descending colon:Cryopreserved Cells,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Slide,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Slide\,Descending colon:Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.2:Fresh Tissue,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Ascending colon\Ascending colon:Fresh Tissue\,Ascending colon:Fresh Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.2:Microdissected,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Ascending colon\Ascending colon:Microdissected\,Ascending colon:Microdissected,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.2:Frozen Tissue,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Ascending colon\Ascending colon:Frozen Tissue\,Ascending colon:Frozen Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.2:Not Specified,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Ascending colon\Ascending colon:Not Specified\,Ascending colon:Not Specified,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C18.4:RNA, poly-A enriched","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Transverse colon\Transverse colon:RNA, poly-A enriched\","Transverse colon:RNA, poly-A enriched",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C18.4:RNA, nuclear","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Transverse colon\Transverse colon:RNA, nuclear\","Transverse colon:RNA, nuclear",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.4:Not Specified,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Transverse colon\Transverse colon:Not Specified\,Transverse colon:Not Specified,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.4:protein,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Transverse colon\Transverse colon:protein\,Transverse colon:protein,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.4:cDNA,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Transverse colon\Transverse colon:cDNA\,Transverse colon:cDNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.4:RNA,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Transverse colon\Transverse colon:RNA\,Transverse colon:RNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.4:DNA,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Transverse colon\Transverse colon:DNA\,Transverse colon:DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C18.4:RNA, cytoplasmic","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Transverse colon\Transverse colon:RNA, cytoplasmic\","Transverse colon:RNA, cytoplasmic",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.4:Total Nucleic Acid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Transverse colon\Transverse colon:Total Nucleic Acid\,Transverse colon:Total Nucleic Acid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.4:Whole Genome Amplified DNA,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Transverse colon\Transverse colon:Whole Genome Amplified DNA\,Transverse colon:Whole Genome Amplified DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C24.1:Not Specified,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\Ampulla of Vater\Ampulla of Vater:Not Specified\,Ampulla of Vater:Not Specified,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C24.1:Bone Marrow Plasma,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\Ampulla of Vater\Ampulla of Vater:Bone Marrow Plasma\,Ampulla of Vater:Bone Marrow Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C24.1:Urine,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\Ampulla of Vater\Ampulla of Vater:Urine\,Ampulla of Vater:Urine,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C24.1:Serum,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\Ampulla of Vater\Ampulla of Vater:Serum\,Ampulla of Vater:Serum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C24.1:Amniotic Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\Ampulla of Vater\Ampulla of Vater:Amniotic Fluid\,Ampulla of Vater:Amniotic Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C24.1:Cerebrospinal Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\Ampulla of Vater\Ampulla of Vater:Cerebrospinal Fluid\,Ampulla of Vater:Cerebrospinal Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.0:DNA,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Cervical esophagus\Cervical esophagus:DNA\,Cervical esophagus:DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C24.1:Bile,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\Ampulla of Vater\Ampulla of Vater:Bile\,Ampulla of Vater:Bile,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C24.1:Synovial Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\Ampulla of Vater\Ampulla of Vater:Synovial Fluid\,Ampulla of Vater:Synovial Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C24.1:Sweat,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\Ampulla of Vater\Ampulla of Vater:Sweat\,Ampulla of Vater:Sweat,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C24.1:Feces,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\Ampulla of Vater\Ampulla of Vater:Feces\,Ampulla of Vater:Feces,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.1:Vitreous Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Thoracic esophagus\Thoracic esophagus:Vitreous Fluid\,Thoracic esophagus:Vitreous Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.1:Gastric Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Thoracic esophagus\Thoracic esophagus:Gastric Fluid\,Thoracic esophagus:Gastric Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.1:Not Specified,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Thoracic esophagus\Thoracic esophagus:Not Specified\,Thoracic esophagus:Not Specified,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.1:Bone Marrow Plasma,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Thoracic esophagus\Thoracic esophagus:Bone Marrow Plasma\,Thoracic esophagus:Bone Marrow Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.1:Urine,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Thoracic esophagus\Thoracic esophagus:Urine\,Thoracic esophagus:Urine,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.1:Serum,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Thoracic esophagus\Thoracic esophagus:Serum\,Thoracic esophagus:Serum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.1:Amniotic Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Thoracic esophagus\Thoracic esophagus:Amniotic Fluid\,Thoracic esophagus:Amniotic Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.1:Cerebrospinal Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Thoracic esophagus\Thoracic esophagus:Cerebrospinal Fluid\,Thoracic esophagus:Cerebrospinal Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.1:Bile,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Thoracic esophagus\Thoracic esophagus:Bile\,Thoracic esophagus:Bile,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.1:Synovial Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Thoracic esophagus\Thoracic esophagus:Synovial Fluid\,Thoracic esophagus:Synovial Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.1:Sweat,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Thoracic esophagus\Thoracic esophagus:Sweat\,Thoracic esophagus:Sweat,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.1:Feces,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Thoracic esophagus\Thoracic esophagus:Feces\,Thoracic esophagus:Feces,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Whole Bone Marrow,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Whole Bone Marrow\,Descending colon:Whole Bone Marrow,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Plasma,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Plasma\,Descending colon:Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Body Cavity Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Body Cavity Fluid\,Descending colon:Body Cavity Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Pericardial Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Pericardial Fluid\,Descending colon:Pericardial Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Lavage,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Lavage\,Descending colon:Lavage,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Whole Blood,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Whole Blood\,Descending colon:Whole Blood,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Vitreous Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Vitreous Fluid\,Descending colon:Vitreous Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Gastric Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Gastric Fluid\,Descending colon:Gastric Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Bone Marrow Plasma,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Bone Marrow Plasma\,Descending colon:Bone Marrow Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Urine,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Urine\,Descending colon:Urine,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6:Serum,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon:Serum\,Descending colon:Serum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
